FIPS Code,State/Area,year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Area_Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Unemployment_rate
10,Delaware,2017,9,"765,832   ","477,134   ",62.3,"456,213   ",59.6,"20,921   ",4.4
11,District of Columbia,2017,9,"559,113   ","394,548   ",70.6,"370,865   ",66.3,"23,683   ",6.0
12,Florida,2017,9,"16,878,338   ","9,989,384   ",59.2,"9,573,364   ",56.7,"416,020   ",4.2
13,Georgia,2017,9,"8,017,427   ","5,126,751   ",63.9,"4,892,228   ",61.0,"234,523   ",4.6
15,Hawaii,2017,9,"1,121,492   ","691,983   ",61.7,"678,813   ",60.5,"13,170   ",1.9
16,Idaho,2017,9,"1,321,324   ","845,994   ",64.0,"819,239   ",62.0,"26,755   ",3.2
17,Illinois,2017,9,"10,142,584   ","6,564,712   ",64.7,"6,241,648   ",61.5,"323,064   ",4.9
18,Indiana,2017,9,"5,196,898   ","3,338,942   ",64.2,"3,221,577   ",62.0,"117,365   ",3.5
19,Iowa,2017,9,"2,467,890   ","1,697,774   ",68.8,"1,647,100   ",66.7,"50,674   ",3.0
20,Kansas,2017,9,"2,228,841   ","1,488,669   ",66.8,"1,435,493   ",64.4,"53,176   ",3.6
21,Kentucky,2017,9,"3,493,683   ","2,054,594   ",58.8,"1,959,273   ",56.1,"95,321   ",4.6
22,Louisiana,2017,9,"3,586,188   ","2,106,373   ",58.7,"2,005,913   ",55.9,"100,460   ",4.8
23,Maine,2017,9,"1,107,704   ","704,221   ",63.6,"680,467   ",61.4,"23,754   ",3.4
24,Maryland,2017,9,"4,805,368   ","3,255,786   ",67.8,"3,123,986   ",65.0,"131,800   ",4.0
25,Massachusetts,2017,9,"5,664,692   ","3,736,497   ",66.0,"3,594,194   ",63.4,"142,303   ",3.8
26,Michigan,2017,9,"8,008,389   ","4,925,268   ",61.5,"4,691,656   ",58.6,"233,612   ",4.7
27,Minnesota,2017,9,"4,388,856   ","3,077,085   ",70.1,"2,972,553   ",67.7,"104,532   ",3.4
28,Mississippi,2017,9,"2,284,845   ","1,270,213   ",55.6,"1,205,682   ",52.8,"64,531   ",5.1
29,Missouri,2017,9,"4,779,576   ","3,052,116   ",63.9,"2,942,970   ",61.6,"109,146   ",3.6
30,Montana,2017,9,"838,893   ","529,534   ",63.1,"507,771   ",60.5,"21,763   ",4.1
31,Nebraska,2017,9,"1,476,309   ","1,025,624   ",69.5,"994,949   ",67.4,"30,675   ",3.0
32,Nevada,2017,9,"2,318,293   ","1,452,637   ",62.7,"1,383,214   ",59.7,"69,423   ",4.8
33,New Hampshire,2017,9,"1,114,645   ","758,648   ",68.1,"737,338   ",66.2,"21,310   ",2.8
34,New Jersey,2017,9,"7,280,641   ","4,616,269   ",63.4,"4,403,727   ",60.5,"212,542   ",4.6
35,New Mexico,2017,9,"1,628,597   ","947,109   ",58.2,"892,724   ",54.8,"54,385   ",5.7
36,New York,2017,9,"16,187,408   ","9,860,903   ",60.9,"9,399,265   ",58.1,"461,638   ",4.7
51000,New York city,2017,9,"7,094,157   ","4,306,645   ",60.7,"4,112,266   ",58.0,"194,379   ",4.5
37,North Carolina,2017,9,"7,954,235   ","4,890,096   ",61.5,"4,671,175   ",58.7,"218,921   ",4.5
38,North Dakota,2017,9,"588,092   ","414,730   ",70.5,"404,220   ",68.7,"10,510   ",2.5
39,Ohio,2017,9,"9,245,389   ","5,829,698   ",63.1,"5,545,045   ",60.0,"284,653   ",4.9
40,Oklahoma,2017,9,"2,989,050   ","1,832,860   ",61.3,"1,760,592   ",58.9,"72,268   ",3.9
41,Oregon,2017,9,"3,337,903   ","2,086,104   ",62.5,"1,999,344   ",59.9,"86,760   ",4.2
42,Pennsylvania,2017,9,"10,364,951   ","6,473,619   ",62.5,"6,155,362   ",59.4,"318,257   ",4.9
44,Rhode Island,2017,9,"883,291   ","568,878   ",64.4,"542,976   ",61.5,"25,902   ",4.6
45,South Carolina,2017,9,"3,908,182   ","2,265,919   ",58.0,"2,170,172   ",55.5,"95,747   ",4.2
46,South Dakota,2017,9,"659,865   ","455,863   ",69.1,"441,913   ",67.0,"13,950   ",3.1
47,Tennessee,2017,9,"5,297,864   ","3,210,372   ",60.6,"3,101,083   ",58.5,"109,289   ",3.4
48,Texas,2017,9,"21,202,397   ","13,503,616   ",63.7,"12,945,812   ",61.1,"557,804   ",4.1
49,Utah,2017,9,"2,271,870   ","1,562,843   ",68.8,"1,513,729   ",66.6,"49,114   ",3.1
50,Vermont,2017,9,"528,452   ","355,642   ",67.3,"345,179   ",65.3,"10,463   ",2.9
51,Virginia,2017,9,"6,636,877   ","4,363,693   ",65.7,"4,210,984   ",63.4,"152,709   ",3.5
53,Washington,2017,9,"5,873,979   ","3,747,314   ",63.8,"3,572,996   ",60.8,"174,318   ",4.7
54,West Virginia,2017,9,"1,465,577   ","787,155   ",53.7,"745,669   ",50.9,"41,486   ",5.3
55,Wisconsin,2017,9,"4,623,721   ","3,147,440   ",68.1,"3,045,565   ",65.9,"101,875   ",3.2
56,Wyoming,2017,9,"445,367   ","293,545   ",65.9,"280,899   ",63.1,"12,646   ",4.3
1,Alabama,2017,10,"3,896,734   ","2,205,842   ",56.6,"2,116,522   ",54.3,"89,320   ",4.0
2,Alaska,2017,10,"546,483   ","359,052   ",65.7,"335,702   ",61.4,"23,350   ",6.5
4,Arizona,2017,10,"5,368,758   ","3,255,727   ",60.6,"3,097,498   ",57.7,"158,229   ",4.9
5,Arkansas,2017,10,"2,315,755   ","1,349,529   ",58.3,"1,298,573   ",56.1,"50,956   ",3.8
6,California,2017,10,"30,863,600   ","19,204,052   ",62.2,"18,316,581   ",59.3,"887,471   ",4.6
37,Los Angeles County,2017,10,"8,082,675   ","5,118,482   ",63.3,"4,877,180   ",60.3,"241,302   ",4.7
8,Colorado,2017,10,"4,399,122   ","2,993,236   ",68.0,"2,909,396   ",66.1,"83,840   ",2.8
9,Connecticut,2017,10,"2,904,361   ","1,915,879   ",66.0,"1,832,749   ",63.1,"83,130   ",4.3
10,Delaware,2017,10,"766,676   ","477,200   ",62.2,"456,491   ",59.5,"20,709   ",4.3
11,District of Columbia,2017,10,"559,445   ","394,486   ",70.5,"371,013   ",66.3,"23,473   ",6.0
12,Florida,2017,10,"16,900,577   ","9,991,165   ",59.1,"9,578,823   ",56.7,"412,342   ",4.1
13,Georgia,2017,10,"8,026,446   ","5,126,320   ",63.9,"4,894,923   ",61.0,"231,397   ",4.5
15,Hawaii,2017,10,"1,122,132   ","690,640   ",61.5,"677,815   ",60.4,"12,825   ",1.9
16,Idaho,2017,10,"1,324,038   ","847,754   ",64.0,"821,014   ",62.0,"26,740   ",3.2
17,Illinois,2017,10,"10,142,662   ","6,563,820   ",64.7,"6,244,566   ",61.6,"319,254   ",4.9
18,Indiana,2017,10,"5,200,170   ","3,338,238   ",64.2,"3,222,593   ",62.0,"115,645   ",3.5
19,Iowa,2017,10,"2,468,821   ","1,696,152   ",68.7,"1,646,476   ",66.7,"49,676   ",2.9
20,Kansas,2017,10,"2,229,668   ","1,486,252   ",66.7,"1,433,830   ",64.3,"52,422   ",3.5
21,Kentucky,2017,10,"3,494,941   ","2,052,327   ",58.7,"1,959,688   ",56.1,"92,639   ",4.5
22,Louisiana,2017,10,"3,586,426   ","2,106,403   ",58.7,"2,006,969   ",56.0,"99,434   ",4.7
23,Maine,2017,10,"1,108,320   ","703,145   ",63.4,"679,929   ",61.3,"23,216   ",3.3
24,Maryland,2017,10,"4,807,939   ","3,254,560   ",67.7,"3,121,982   ",64.9,"132,578   ",4.1
25,Massachusetts,2017,10,"5,668,358   ","3,739,791   ",66.0,"3,598,295   ",63.5,"141,496   ",3.8
26,Michigan,2017,10,"8,011,499   ","4,924,445   ",61.5,"4,689,603   ",58.5,"234,842   ",4.8
27,Minnesota,2017,10,"4,392,329   ","3,076,436   ",70.0,"2,972,950   ",67.7,"103,486   ",3.4
28,Mississippi,2017,10,"2,284,539   ","1,268,736   ",55.5,"1,205,286   ",52.8,"63,450   ",5.0
29,Missouri,2017,10,"4,781,183   ","3,049,100   ",63.8,"2,940,292   ",61.5,"108,808   ",3.6
30,Montana,2017,10,"839,686   ","529,329   ",63.0,"507,693   ",60.5,"21,636   ",4.1
31,Nebraska,2017,10,"1,477,329   ","1,025,402   ",69.4,"994,689   ",67.3,"30,713   ",3.0
32,Nevada,2017,10,"2,322,703   ","1,456,539   ",62.7,"1,386,589   ",59.7,"69,950   ",4.8
33,New Hampshire,2017,10,"1,115,411   ","758,621   ",68.0,"737,283   ",66.1,"21,338   ",2.8
34,New Jersey,2017,10,"7,284,667   ","4,609,435   ",63.3,"4,397,686   ",60.4,"211,749   ",4.6
35,New Mexico,2017,10,"1,629,424   ","946,178   ",58.1,"892,867   ",54.8,"53,311   ",5.6
36,New York,2017,10,"16,192,496   ","9,846,668   ",60.8,"9,388,484   ",58.0,"458,184   ",4.7
51000,New York city,2017,10,"7,095,538   ","4,299,268   ",60.6,"4,107,804   ",57.9,"191,464   ",4.5
37,North Carolina,2017,10,"7,963,770   ","4,889,994   ",61.4,"4,672,542   ",58.7,"217,452   ",4.4
38,North Dakota,2017,10,"588,376   ","414,181   ",70.4,"403,543   ",68.6,"10,638   ",2.6
39,Ohio,2017,10,"9,248,626   ","5,819,720   ",62.9,"5,540,955   ",59.9,"278,765   ",4.8
40,Oklahoma,2017,10,"2,990,142   ","1,833,120   ",61.3,"1,761,711   ",58.9,"71,409   ",3.9
41,Oregon,2017,10,"3,341,246   ","2,084,732   ",62.4,"1,997,970   ",59.8,"86,762   ",4.2
42,Pennsylvania,2017,10,"10,368,714   ","6,469,541   ",62.4,"6,151,692   ",59.3,"317,849   ",4.9
44,Rhode Island,2017,10,"883,852   ","568,910   ",64.4,"542,867   ",61.4,"26,043   ",4.6
45,South Carolina,2017,10,"3,912,852   ","2,264,088   ",57.9,"2,168,436   ",55.4,"95,652   ",4.2
46,South Dakota,2017,10,"660,273   ","455,660   ",69.0,"441,816   ",66.9,"13,844   ",3.0
47,Tennessee,2017,10,"5,303,191   ","3,212,576   ",60.6,"3,102,731   ",58.5,"109,845   ",3.4
48,Texas,2017,10,"21,229,568   ","13,513,945   ",63.7,"12,959,897   ",61.0,"554,048   ",4.1
49,Utah,2017,10,"2,276,278   ","1,563,968   ",68.7,"1,515,235   ",66.6,"48,733   ",3.1
50,Vermont,2017,10,"528,691   ","355,610   ",67.3,"345,095   ",65.3,"10,515   ",3.0
51,Virginia,2017,10,"6,641,419   ","4,362,892   ",65.7,"4,211,968   ",63.4,"150,924   ",3.5
53,Washington,2017,10,"5,882,247   ","3,749,967   ",63.8,"3,575,464   ",60.8,"174,503   ",4.7
54,West Virginia,2017,10,"1,465,020   ","787,430   ",53.7,"745,509   ",50.9,"41,921   ",5.3
55,Wisconsin,2017,10,"4,626,192   ","3,143,901   ",68.0,"3,044,438   ",65.8,"99,463   ",3.2
56,Wyoming,2017,10,"445,434   ","293,166   ",65.8,"280,475   ",63.0,"12,691   ",4.3
1,Alabama,2017,11,"3,898,609   ","2,207,993   ",56.6,"2,119,284   ",54.4,"88,709   ",4.0
2,Alaska,2017,11,"546,391   ","358,314   ",65.6,"335,142   ",61.3,"23,172   ",6.5
4,Arizona,2017,11,"5,376,694   ","3,260,024   ",60.6,"3,101,312   ",57.7,"158,712   ",4.9
5,Arkansas,2017,11,"2,316,513   ","1,348,158   ",58.2,"1,297,139   ",56.0,"51,019   ",3.8
6,California,2017,11,"30,878,001   ","19,193,135   ",62.2,"18,320,848   ",59.3,"872,287   ",4.5
37,Los Angeles County,2017,11,"8,082,602   ","5,114,537   ",63.3,"4,874,731   ",60.3,"239,806   ",4.7
8,Colorado,2017,11,"4,405,640   ","2,998,232   ",68.1,"2,913,494   ",66.1,"84,738   ",2.8
9,Connecticut,2017,11,"2,905,228   ","1,913,860   ",65.9,"1,831,392   ",63.0,"82,468   ",4.3
10,Delaware,2017,11,"767,440   ","477,198   ",62.2,"456,726   ",59.5,"20,472   ",4.3
11,District of Columbia,2017,11,"559,769   ","394,554   ",70.5,"371,205   ",66.3,"23,349   ",5.9
12,Florida,2017,11,"16,921,074   ","9,997,632   ",59.1,"9,589,039   ",56.7,"408,593   ",4.1
13,Georgia,2017,11,"8,035,057   ","5,124,282   ",63.8,"4,895,940   ",60.9,"228,342   ",4.5
15,Hawaii,2017,11,"1,122,518   ","690,058   ",61.5,"677,106   ",60.3,"12,952   ",1.9
16,Idaho,2017,11,"1,326,684   ","849,162   ",64.0,"822,645   ",62.0,"26,517   ",3.1
17,Illinois,2017,11,"10,142,180   ","6,562,511   ",64.7,"6,248,693   ",61.6,"313,818   ",4.8
18,Indiana,2017,11,"5,203,228   ","3,338,651   ",64.2,"3,225,487   ",62.0,"113,164   ",3.4
19,Iowa,2017,11,"2,469,579   ","1,695,053   ",68.6,"1,646,441   ",66.7,"48,612   ",2.9
20,Kansas,2017,11,"2,230,299   ","1,483,917   ",66.5,"1,432,248   ",64.2,"51,669   ",3.5
21,Kentucky,2017,11,"3,495,919   ","2,050,175   ",58.6,"1,960,040   ",56.1,"90,135   ",4.4
22,Louisiana,2017,11,"3,586,410   ","2,107,102   ",58.8,"2,008,039   ",56.0,"99,063   ",4.7
23,Maine,2017,11,"1,108,855   ","701,954   ",63.3,"679,429   ",61.3,"22,525   ",3.2
24,Maryland,2017,11,"4,810,044   ","3,252,112   ",67.6,"3,119,773   ",64.9,"132,339   ",4.1
25,Massachusetts,2017,11,"5,671,696   ","3,744,389   ",66.0,"3,603,792   ",63.5,"140,597   ",3.8
26,Michigan,2017,11,"8,014,121   ","4,921,884   ",61.4,"4,689,031   ",58.5,"232,853   ",4.7
27,Minnesota,2017,11,"4,395,551   ","3,075,555   ",70.0,"2,973,295   ",67.6,"102,260   ",3.3
28,Mississippi,2017,11,"2,284,050   ","1,267,423   ",55.5,"1,204,790   ",52.7,"62,633   ",4.9
29,Missouri,2017,11,"4,782,519   ","3,046,091   ",63.7,"2,937,776   ",61.4,"108,315   ",3.6
30,Montana,2017,11,"840,413   ","529,187   ",63.0,"507,763   ",60.4,"21,424   ",4.0
31,Nebraska,2017,11,"1,478,199   ","1,025,248   ",69.4,"994,579   ",67.3,"30,669   ",3.0
32,Nevada,2017,11,"2,326,949   ","1,460,795   ",62.8,"1,390,016   ",59.7,"70,779   ",4.8
33,New Hampshire,2017,11,"1,116,051   ","758,833   ",68.0,"737,561   ",66.1,"21,272   ",2.8
34,New Jersey,2017,11,"7,288,261   ","4,602,632   ",63.2,"4,392,811   ",60.3,"209,821   ",4.6
35,New Mexico,2017,11,"1,630,127   ","945,481   ",58.0,"893,299   ",54.8,"52,182   ",5.5
36,New York,2017,11,"16,196,580   ","9,830,847   ",60.7,"9,377,414   ",57.9,"453,433   ",4.6
51000,New York city,2017,11,"7,096,640   ","4,291,736   ",60.5,"4,103,231   ",57.8,"188,505   ",4.4
37,North Carolina,2017,11,"7,972,317   ","4,887,261   ",61.3,"4,672,554   ",58.6,"214,707   ",4.4
38,North Dakota,2017,11,"588,579   ","413,872   ",70.3,"403,097   ",68.5,"10,775   ",2.6
39,Ohio,2017,11,"9,251,294   ","5,807,581   ",62.8,"5,535,041   ",59.8,"272,540   ",4.7
40,Oklahoma,2017,11,"2,991,063   ","1,833,177   ",61.3,"1,762,825   ",58.9,"70,352   ",3.8
41,Oregon,2017,11,"3,344,419   ","2,083,101   ",62.3,"1,996,852   ",59.7,"86,249   ",4.1
42,Pennsylvania,2017,11,"10,371,747   ","6,466,394   ",62.3,"6,149,558   ",59.3,"316,836   ",4.9
44,Rhode Island,2017,11,"884,372   ","568,872   ",64.3,"542,833   ",61.4,"26,039   ",4.6
45,South Carolina,2017,11,"3,917,213   ","2,261,774   ",57.7,"2,167,270   ",55.3,"94,504   ",4.2
46,South Dakota,2017,11,"660,667   ","455,426   ",68.9,"441,706   ",66.9,"13,720   ",3.0
47,Tennessee,2017,11,"5,308,162   ","3,214,155   ",60.6,"3,103,452   ",58.5,"110,703   ",3.4
48,Texas,2017,11,"21,255,382   ","13,527,004   ",63.6,"12,974,970   ",61.0,"552,034   ",4.1
49,Utah,2017,11,"2,280,646   ","1,564,982   ",68.6,"1,516,673   ",66.5,"48,309   ",3.1
50,Vermont,2017,11,"528,877   ","355,605   ",67.2,"345,035   ",65.2,"10,570   ",3.0
51,Virginia,2017,11,"6,645,032   ","4,362,552   ",65.7,"4,213,541   ",63.4,"149,011   ",3.4
53,Washington,2017,11,"5,889,935   ","3,752,292   ",63.7,"3,578,113   ",60.7,"174,179   ",4.6
54,West Virginia,2017,11,"1,464,332   ","787,406   ",53.8,"745,139   ",50.9,"42,267   ",5.4
55,Wisconsin,2017,11,"4,628,430   ","3,140,231   ",67.8,"3,043,660   ",65.8,"96,571   ",3.1
56,Wyoming,2017,11,"445,489   ","292,717   ",65.7,"280,093   ",62.9,"12,624   ",4.3
1,Alabama,2017,12,"3,900,414   ","2,211,270   ",56.7,"2,122,773   ",54.4,"88,497   ",4.0
2,Alaska,2017,12,"546,318   ","357,632   ",65.5,"334,722   ",61.3,"22,910   ",6.4
4,Arizona,2017,12,"5,384,434   ","3,265,952   ",60.7,"3,107,262   ",57.7,"158,690   ",4.9
5,Arkansas,2017,12,"2,317,188   ","1,347,206   ",58.1,"1,296,258   ",55.9,"50,948   ",3.8
6,California,2017,12,"30,891,323   ","19,189,000   ",62.1,"18,331,881   ",59.3,"857,119   ",4.5
37,Los Angeles County,2017,12,"8,082,807   ","5,112,209   ",63.2,"4,873,883   ",60.3,"238,326   ",4.7
8,Colorado,2017,12,"4,411,950   ","3,003,856   ",68.1,"2,918,625   ",66.2,"85,231   ",2.8
9,Connecticut,2017,12,"2,906,004   ","1,913,150   ",65.8,"1,831,551   ",63.0,"81,599   ",4.3
10,Delaware,2017,12,"768,214   ","477,330   ",62.1,"457,153   ",59.5,"20,177   ",4.2
11,District of Columbia,2017,12,"560,021   ","394,839   ",70.5,"371,560   ",66.3,"23,279   ",5.9
12,Florida,2017,12,"16,940,944   ","10,009,156   ",59.1,"9,604,892   ",56.7,"404,264   ",4.0
13,Georgia,2017,12,"8,043,359   ","5,121,949   ",63.7,"4,896,980   ",60.9,"224,969   ",4.4
15,Hawaii,2017,12,"1,122,876   ","690,394   ",61.5,"676,938   ",60.3,"13,456   ",1.9
16,Idaho,2017,12,"1,329,268   ","850,457   ",64.0,"824,364   ",62.0,"26,093   ",3.1
17,Illinois,2017,12,"10,141,419   ","6,561,498   ",64.7,"6,255,004   ",61.7,"306,494   ",4.7
18,Indiana,2017,12,"5,206,146   ","3,341,850   ",64.2,"3,231,082   ",62.1,"110,768   ",3.3
19,Iowa,2017,12,"2,470,242   ","1,695,075   ",68.6,"1,647,607   ",66.7,"47,468   ",2.8
20,Kansas,2017,12,"2,230,811   ","1,482,474   ",66.5,"1,431,598   ",64.2,"50,876   ",3.4
21,Kentucky,2017,12,"3,496,801   ","2,048,835   ",58.6,"1,960,723   ",56.1,"88,112   ",4.3
22,Louisiana,2017,12,"3,586,273   ","2,108,887   ",58.8,"2,009,776   ",56.0,"99,111   ",4.7
23,Maine,2017,12,"1,109,347   ","701,023   ",63.2,"679,269   ",61.2,"21,754   ",3.1
24,Maryland,2017,12,"4,812,024   ","3,249,421   ",67.5,"3,118,863   ",64.8,"130,558   ",4.0
25,Massachusetts,2017,12,"5,674,910   ","3,751,631   ",66.1,"3,612,149   ",63.7,"139,482   ",3.7
26,Michigan,2017,12,"8,016,570   ","4,920,031   ",61.4,"4,691,756   ",58.5,"228,275   ",4.6
27,Minnesota,2017,12,"4,398,667   ","3,075,176   ",69.9,"2,974,306   ",67.6,"100,870   ",3.3
28,Mississippi,2017,12,"2,283,572   ","1,266,891   ",55.5,"1,204,763   ",52.8,"62,128   ",4.9
29,Missouri,2017,12,"4,783,725   ","3,044,088   ",63.6,"2,936,798   ",61.4,"107,290   ",3.5
30,Montana,2017,12,"841,126   ","529,223   ",62.9,"508,109   ",60.4,"21,114   ",4.0
31,Nebraska,2017,12,"1,479,006   ","1,025,474   ",69.3,"995,014   ",67.3,"30,460   ",3.0
32,Nevada,2017,12,"2,331,090   ","1,465,560   ",62.9,"1,393,994   ",59.8,"71,566   ",4.9
33,New Hampshire,2017,12,"1,116,680   ","759,460   ",68.0,"738,354   ",66.1,"21,106   ",2.8
34,New Jersey,2017,12,"7,291,643   ","4,596,953   ",63.0,"4,390,479   ",60.2,"206,474   ",4.5
35,New Mexico,2017,12,"1,630,743   ","945,193   ",58.0,"894,267   ",54.8,"50,926   ",5.4
36,New York,2017,12,"16,200,124   ","9,817,592   ",60.6,"9,370,967   ",57.8,"446,625   ",4.5
51000,New York city,2017,12,"7,098,000   ","4,285,758   ",60.4,"4,100,310   ",57.8,"185,448   ",4.3
37,North Carolina,2017,12,"7,980,579   ","4,885,076   ",61.2,"4,674,384   ",58.6,"210,692   ",4.3
38,North Dakota,2017,12,"588,758   ","413,778   ",70.3,"402,903   ",68.4,"10,875   ",2.6
39,Ohio,2017,12,"9,253,686   ","5,797,032   ",62.6,"5,529,682   ",59.8,"267,350   ",4.6
40,Oklahoma,2017,12,"2,991,869   ","1,833,562   ",61.3,"1,764,458   ",59.0,"69,104   ",3.8
41,Oregon,2017,12,"3,347,470   ","2,081,495   ",62.2,"1,996,148   ",59.6,"85,347   ",4.1
42,Pennsylvania,2017,12,"10,374,421   ","6,465,239   ",62.3,"6,150,734   ",59.3,"314,505   ",4.9
44,Rhode Island,2017,12,"884,825   ","568,957   ",64.3,"543,131   ",61.4,"25,826   ",4.5
45,South Carolina,2017,12,"3,921,470   ","2,259,641   ",57.6,"2,167,809   ",55.3,"91,832   ",4.1
46,South Dakota,2017,12,"660,995   ","455,425   ",68.9,"441,844   ",66.8,"13,581   ",3.0
47,Tennessee,2017,12,"5,312,956   ","3,216,562   ",60.5,"3,105,014   ",58.4,"111,548   ",3.5
48,Texas,2017,12,"21,280,466   ","13,545,086   ",63.7,"12,994,087   ",61.1,"550,999   ",4.1
49,Utah,2017,12,"2,284,909   ","1,566,384   ",68.6,"1,518,553   ",66.5,"47,831   ",3.1
50,Vermont,2017,12,"529,048   ","355,711   ",67.2,"345,122   ",65.2,"10,589   ",3.0
51,Virginia,2017,12,"6,648,412   ","4,364,128   ",65.6,"4,217,312   ",63.4,"146,816   ",3.4
53,Washington,2017,12,"5,897,378   ","3,755,898   ",63.7,"3,582,546   ",60.7,"173,352   ",4.6
54,West Virginia,2017,12,"1,463,610   ","787,528   ",53.8,"745,022   ",50.9,"42,506   ",5.4
55,Wisconsin,2017,12,"4,630,515   ","3,137,416   ",67.8,"3,043,620   ",65.7,"93,796   ",3.0
56,Wyoming,2017,12,"445,517   ","292,334   ",65.6,"279,877   ",62.8,"12,457   ",4.3
1,Alabama,2018,1,"3,901,863   ","2,215,203   ",56.8,"2,127,128   ",54.5,"88,075   ",4.0
2,Alaska,2018,1,"546,187   ","357,218   ",65.4,"334,382   ",61.2,"22,836   ",6.4
4,Arizona,2018,1,"5,391,663   ","3,273,165   ",60.7,"3,113,945   ",57.8,"159,220   ",4.9
5,Arkansas,2018,1,"2,317,633   ","1,341,321   ",57.9,"1,290,307   ",55.7,"51,014   ",3.8
6,California,2018,1,"30,902,260   ","19,196,954   ",62.1,"18,352,744   ",59.4,"844,210   ",4.4
37,Los Angeles County,2018,1,"8,083,294   ","5,113,725   ",63.3,"4,875,532   ",60.3,"238,193   ",4.7
8,Colorado,2018,1,"4,417,840   ","3,016,639   ",68.3,"2,929,572   ",66.3,"87,067   ",2.9
9,Connecticut,2018,1,"2,906,619   ","1,908,264   ",65.7,"1,828,277   ",62.9,"79,987   ",4.2
10,Delaware,2018,1,"768,869   ","478,056   ",62.2,"458,437   ",59.6,"19,619   ",4.1
11,District of Columbia,2018,1,"560,286   ","395,016   ",70.5,"371,856   ",66.4,"23,160   ",5.9
12,Florida,2018,1,"16,959,248   ","10,035,695   ",59.2,"9,640,036   ",56.8,"395,659   ",3.9
13,Georgia,2018,1,"8,050,980   ","5,126,480   ",63.7,"4,906,159   ",60.9,"220,321   ",4.3
15,Hawaii,2018,1,"1,123,142   ","692,289   ",61.6,"678,079   ",60.4,"14,210   ",2.1
16,Idaho,2018,1,"1,331,725   ","852,010   ",64.0,"826,410   ",62.1,"25,600   ",3.0
17,Illinois,2018,1,"10,139,676   ","6,554,812   ",64.6,"6,255,518   ",61.7,"299,294   ",4.6
18,Indiana,2018,1,"5,208,438   ","3,355,494   ",64.4,"3,245,200   ",62.3,"110,294   ",3.3
19,Iowa,2018,1,"2,470,616   ","1,694,988   ",68.6,"1,647,790   ",66.7,"47,198   ",2.8
20,Kansas,2018,1,"2,231,071   ","1,487,571   ",66.7,"1,435,898   ",64.4,"51,673   ",3.5
21,Kentucky,2018,1,"3,497,264   ","2,047,780   ",58.6,"1,960,863   ",56.1,"86,917   ",4.2
22,Louisiana,2018,1,"3,585,779   ","2,108,584   ",58.8,"2,009,808   ",56.0,"98,776   ",4.7
23,Maine,2018,1,"1,109,692   ","698,862   ",63.0,"677,440   ",61.0,"21,422   ",3.1
24,Maryland,2018,1,"4,813,568   ","3,256,989   ",67.7,"3,124,028   ",64.9,"132,961   ",4.1
25,Massachusetts,2018,1,"5,677,489   ","3,769,464   ",66.4,"3,629,779   ",63.9,"139,685   ",3.7
26,Michigan,2018,1,"8,018,123   ","4,926,680   ",61.4,"4,703,938   ",58.7,"222,742   ",4.5
27,Minnesota,2018,1,"4,401,283   ","3,068,776   ",69.7,"2,973,054   ",67.5,"95,722   ",3.1
28,Mississippi,2018,1,"2,282,774   ","1,266,933   ",55.5,"1,205,088   ",52.8,"61,845   ",4.9
29,Missouri,2018,1,"4,784,418   ","3,046,775   ",63.7,"2,938,508   ",61.4,"108,267   ",3.6
30,Montana,2018,1,"841,718   ","530,913   ",63.1,"509,909   ",60.6,"21,004   ",4.0
31,Nebraska,2018,1,"1,479,661   ","1,028,444   ",69.5,"998,353   ",67.5,"30,091   ",2.9
32,Nevada,2018,1,"2,335,050   ","1,469,779   ",62.9,"1,400,476   ",60.0,"69,303   ",4.7
33,New Hampshire,2018,1,"1,117,207   ","762,668   ",68.3,"741,741   ",66.4,"20,927   ",2.7
34,New Jersey,2018,1,"7,294,387   ","4,589,597   ",62.9,"4,385,453   ",60.1,"204,144   ",4.4
35,New Mexico,2018,1,"1,631,201   ","940,285   ",57.6,"891,233   ",54.6,"49,052   ",5.2
36,New York,2018,1,"16,202,309   ","9,802,719   ",60.5,"9,361,939   ",57.8,"440,780   ",4.5
51000,New York city,2018,1,"7,099,644   ","4,272,594   ",60.2,"4,088,835   ",57.6,"183,759   ",4.3
37,North Carolina,2018,1,"7,988,051   ","4,883,710   ",61.1,"4,677,874   ",58.6,"205,836   ",4.2
38,North Dakota,2018,1,"588,893   ","413,194   ",70.2,"402,303   ",68.3,"10,891   ",2.6
39,Ohio,2018,1,"9,255,046   ","5,797,630   ",62.6,"5,532,766   ",59.8,"264,864   ",4.6
40,Oklahoma,2018,1,"2,992,340   ","1,833,765   ",61.3,"1,765,707   ",59.0,"68,058   ",3.7
41,Oregon,2018,1,"3,350,118   ","2,080,689   ",62.1,"1,995,726   ",59.6,"84,963   ",4.1
42,Pennsylvania,2018,1,"10,375,938   ","6,474,413   ",62.4,"6,163,215   ",59.4,"311,198   ",4.8
44,Rhode Island,2018,1,"885,256   ","570,471   ",64.4,"545,021   ",61.6,"25,450   ",4.5
45,South Carolina,2018,1,"3,925,277   ","2,261,291   ",57.6,"2,173,906   ",55.4,"87,385   ",3.9
46,South Dakota,2018,1,"661,242   ","457,365   ",69.2,"443,805   ",67.1,"13,560   ",3.0
